j_peak_mA_cm2,duty_cycle,frequency_Hz,waveform,mechanism,j_avg_mA_cm2,grain_size_um,yield_strength_MPa,uts_MPa,current_efficiency_pct,carbon_wt_pct,energy_cost_USD_per_kg,ni_wt_pct,elongation_pct
150.0,1.0,1000.0,pre,hydroxide_suppression,150.0,2.468,539.6,701.5,74.66,0.01,0.1286,56.76,11.8
150.0,1.0,1000.0,pre,intermediate_adsorption,150.0,2.468,559.0,726.7,81.8,0.01,0.1173,69.34,11.8
150.0,1.0,1000.0,pre,mixed_metal_intermediate,150.0,2.468,580.9,755.1,91.09,0.01,0.1054,84.81,12.0
200.0,0.1,1.0,pe,hydroxide_suppression,20.0,2.8244,606.9,789.0,97.42,0.01,0.0985,99.02,11.7
200.0,0.1,1.0,pe,intermediate_adsorption,20.0,2.8244,606.4,788.3,97.12,0.01,0.0988,98.65,11.7
200.0,0.1,1.0,pe,mixed_metal_intermediate,20.0,2.8244,606.9,789.0,97.42,0.01,0.0985,98.99,11.7
200.0,0.1,1.0,pre,hydroxide_suppression,12.8,1.4203,732.9,952.8,97.42,0.0,0.0985,99.01,8.6
200.0,0.1,1.0,pre,intermediate_adsorption,12.8,1.4203,732.0,951.6,97.02,0.0,0.0989,98.67,8.6
200.0,0.1,1.0,pre,mixed_metal_intermediate,12.8,1.4203,732.7,952.5,97.32,0.0,0.0986,98.98,8.6
200.0,0.1,10.0,pe,hydroxide_suppression,20.0,2.5984,608.7,791.3,98.4,0.01,0.0975,99.02,11.7
200.0,0.1,10.0,pe,intermediate_adsorption,20.0,2.5984,608.2,790.7,98.1,0.01,0.0978,98.65,11.7
200.0,0.1,10.0,pe,mixed_metal_intermediate,20.0,2.5984,608.7,791.3,98.4,0.01,0.0975,98.99,11.7
200.0,0.1,10.0,pre,hydroxide_suppression,12.8,1.3067,735.1,955.6,98.4,0.0,0.0975,99.01,8.6
200.0,0.1,10.0,pre,intermediate_adsorption,12.8,1.3067,734.3,954.5,98.0,0.0,0.0979,98.67,8.6
200.0,0.1,10.0,pre,mixed_metal_intermediate,12.8,1.3067,734.9,955.3,98.3,0.0,0.0976,98.98,8.6
200.0,0.1,50.0,pe,hydroxide_suppression,20.0,2.4608,609.8,792.8,99.09,0.01,0.0969,99.02,11.7
200.0,0.1,50.0,pe,intermediate_adsorption,20.0,2.4608,609.4,792.2,98.79,0.01,0.0972,98.65,11.7
200.0,0.1,50.0,pe,mixed_metal_intermediate,20.0,2.4608,609.8,792.8,99.09,0.01,0.0969,98.99,11.7
200.0,0.1,50.0,pre,hydroxide_suppression,12.8,1.2375,736.4,957.4,99.09,0.0,0.0969,99.01,8.6
200.0,0.1,50.0,pre,intermediate_adsorption,12.8,1.2375,735.7,956.4,98.68,0.0,0.0973,98.67,8.6
200.0,0.1,50.0,pre,mixed_metal_intermediate,12.8,1.2375,736.2,957.1,98.99,0.0,0.097,98.98,8.6
200.0,0.1,100.0,pe,hydroxide_suppression,20.0,2.4059,610.3,793.3,99.38,0.01,0.0966,99.02,11.7
200.0,0.1,100.0,pe,intermediate_adsorption,20.0,2.4059,609.9,792.8,99.08,0.01,0.0969,98.65,11.7
200.0,0.1,100.0,pe,mixed_metal_intermediate,20.0,2.4059,610.3,793.3,99.38,0.01,0.0966,98.99,11.7
200.0,0.1,100.0,pre,hydroxide_suppression,12.8,1.2099,737.0,958.1,99.38,0.0,0.0966,99.01,8.6
200.0,0.1,100.0,pre,intermediate_adsorption,12.8,1.2099,736.3,957.2,98.98,0.0,0.097,98.67,8.6
200.0,0.1,100.0,pre,mixed_metal_intermediate,12.8,1.2099,736.8,957.8,99.28,0.0,0.0967,98.98,8.6
200.0,0.1,500.0,pe,hydroxide_suppression,20.0,2.2875,611.0,794.3,100.0,0.01,0.096,99.02,11.7
200.0,0.1,500.0,pe,intermediate_adsorption,20.0,2.2875,610.8,794.1,99.77,0.01,0.0962,98.65,11.7
200.0,0.1,500.0,pe,mixed_metal_intermediate,20.0,2.2875,611.0,794.3,100.0,0.01,0.096,98.99,11.7
200.0,0.1,500.0,pre,hydroxide_suppression,12.8,1.1503,737.9,959.2,100.0,0.0,0.096,99.01,8.6
200.0,0.1,500.0,pre,intermediate_adsorption,12.8,1.1503,737.5,958.7,99.66,0.0,0.0963,98.67,8.6
200.0,0.1,500.0,pre,mixed_metal_intermediate,12.8,1.1503,737.8,959.2,99.97,0.0,0.096,98.98,8.6
200.0,0.1,1000.0,pe,hydroxide_suppression,20.0,2.24,611.0,794.3,100.0,0.01,0.096,99.02,11.7
200.0,0.1,1000.0,pe,intermediate_adsorption,20.0,2.24,611.1,794.4,100.0,0.01,0.096,98.65,11.7
200.0,0.1,1000.0,pe,mixed_metal_intermediate,20.0,2.24,611.0,794.3,100.0,0.01,0.096,98.99,11.7
200.0,0.1,1000.0,pre,hydroxide_suppression,12.8,1.1264,737.9,959.2,100.0,0.0,0.096,99.01,8.6
200.0,0.1,1000.0,pre,intermediate_adsorption,12.8,1.1264,737.9,959.2,99.96,0.0,0.096,98.67,8.6
200.0,0.1,1000.0,pre,mixed_metal_intermediate,12.8,1.1264,737.9,959.2,100.0,0.0,0.096,98.98,8.6
200.0,0.2,1.0,pe,hydroxide_suppression,40.0,2.8675,604.6,786.0,97.42,0.01,0.0985,98.88,11.8
200.0,0.2,1.0,pe,intermediate_adsorption,40.0,2.8675,604.1,785.3,97.12,0.01,0.0988,98.48,11.8
200.0,0.2,1.0,pe,mixed_metal_intermediate,40.0,2.8675,604.8,786.2,97.52,0.01,0.0984,98.95,11.8
200.0,0.2,1.0,pre,hydroxide_suppression,33.6,1.5931,709.2,922.0,97.52,0.01,0.0984,99.02,9.1
200.0,0.2,1.0,pre,intermediate_adsorption,33.6,1.5931,708.4,921.0,97.12,0.01,0.0988,98.62,9.1
200.0,0.2,1.0,pre,mixed_metal_intermediate,33.6,1.5931,709.2,922.0,97.52,0.01,0.0984,99.01,9.1
200.0,0.2,10.0,pe,hydroxide_suppression,40.0,2.6381,606.4,788.3,98.4,0.01,0.0975,98.88,11.8
200.0,0.2,10.0,pe,intermediate_adsorption,40.0,2.6381,605.9,787.7,98.1,0.01,0.0978,98.48,11.8
200.0,0.2,10.0,pe,mixed_metal_intermediate,40.0,2.6381,606.5,788.5,98.5,0.01,0.0974,98.95,11.8
200.0,0.2,10.0,pre,hydroxide_suppression,33.6,1.4657,711.3,924.7,98.5,0.01,0.0974,99.02,9.1
200.0,0.2,10.0,pre,intermediate_adsorption,33.6,1.4657,710.6,923.7,98.1,0.01,0.0978,98.62,9.1
200.0,0.2,10.0,pre,mixed_metal_intermediate,33.6,1.4657,711.3,924.7,98.5,0.01,0.0974,99.01,9.1
200.0,0.2,50.0,pe,hydroxide_suppression,40.0,2.4984,607.5,789.8,99.09,0.01,0.0969,98.88,11.8
200.0,0.2,50.0,pe,intermediate_adsorption,40.0,2.4984,607.1,789.2,98.79,0.01,0.0972,98.48,11.8
200.0,0.2,50.0,pe,mixed_metal_intermediate,40.0,2.4984,607.6,789.9,99.19,0.01,0.0968,98.95,11.8
200.0,0.2,50.0,pre,hydroxide_suppression,33.6,1.3881,712.6,926.4,99.19,0.01,0.0968,99.02,9.1
200.0,0.2,50.0,pre,intermediate_adsorption,33.6,1.3881,711.9,925.5,98.79,0.01,0.0972,98.62,9.1
200.0,0.2,50.0,pre,mixed_metal_intermediate,33.6,1.3881,712.6,926.4,99.19,0.01,0.0968,99.01,9.1
200.0,0.2,100.0,pe,hydroxide_suppression,40.0,2.4427,607.9,790.3,99.38,0.01,0.0966,98.88,11.8
200.0,0.2,100.0,pe,intermediate_adsorption,40.0,2.4427,607.6,789.8,99.08,0.01,0.0969,98.48,11.8
200.0,0.2,100.0,pe,mixed_metal_intermediate,40.0,2.4427,608.1,790.5,99.48,0.01,0.0965,98.95,11.8
200.0,0.2,100.0,pre,hydroxide_suppression,33.6,1.3571,713.1,927.1,99.48,0.01,0.0965,99.02,9.1
200.0,0.2,100.0,pre,intermediate_adsorption,33.6,1.3571,712.5,926.2,99.08,0.01,0.0969,98.62,9.1
200.0,0.2,100.0,pre,mixed_metal_intermediate,33.6,1.3571,713.1,927.1,99.48,0.01,0.0965,99.01,9.1
200.0,0.2,500.0,pe,hydroxide_suppression,40.0,2.3225,608.7,791.3,100.0,0.01,0.096,98.88,11.8
200.0,0.2,500.0,pe,intermediate_adsorption,40.0,2.3225,608.5,791.1,99.77,0.01,0.0962,98.48,11.8
200.0,0.2,500.0,pe,mixed_metal_intermediate,40.0,2.3225,608.7,791.3,100.0,0.01,0.096,98.95,11.8
200.0,0.2,500.0,pre,hydroxide_suppression,33.6,1.2903,713.8,928.0,100.0,0.01,0.096,99.02,9.1
200.0,0.2,500.0,pre,intermediate_adsorption,33.6,1.2903,713.6,927.7,99.77,0.01,0.0962,98.62,9.1
200.0,0.2,500.0,pre,mixed_metal_intermediate,33.6,1.2903,713.8,928.0,100.0,0.01,0.096,99.01,9.1
200.0,0.2,1000.0,pe,hydroxide_suppression,40.0,2.2743,608.7,791.3,100.0,0.01,0.096,98.88,11.8
200.0,0.2,1000.0,pe,intermediate_adsorption,40.0,2.2743,608.7,791.4,100.0,0.01,0.096,98.48,11.8
200.0,0.2,1000.0,pe,mixed_metal_intermediate,40.0,2.2743,608.7,791.3,100.0,0.01,0.096,98.95,11.8
200.0,0.2,1000.0,pre,hydroxide_suppression,33.6,1.2635,713.8,928.0,100.0,0.01,0.096,99.02,9.1
200.0,0.2,1000.0,pre,intermediate_adsorption,33.6,1.2635,713.9,928.0,100.0,0.01,0.096,98.62,9.1
200.0,0.2,1000.0,pre,mixed_metal_intermediate,33.6,1.2635,713.8,928.0,100.0,0.01,0.096,99.01,9.1
200.0,0.3,1.0,pe,hydroxide_suppression,60.0,2.9466,599.8,779.7,97.02,0.01,0.0989,98.26,11.9
200.0,0.3,1.0,pe,intermediate_adsorption,60.0,2.9466,599.3,779.1,96.72,0.01,0.0992,97.99,11.9
200.0,0.3,1.0,pe,mixed_metal_intermediate,60.0,2.9466,600.5,780.6,97.42,0.01,0.0985,98.8,11.9
200.0,0.3,1.0,pre,hydroxide_suppression,54.4,1.7551,689.7,896.6,97.42,0.01,0.0985,98.79,9.6
200.0,0.3,1.0,pre,intermediate_adsorption,54.4,1.7551,688.9,895.6,97.02,0.01,0.0989,98.28,9.6
200.0,0.3,1.0,pre,mixed_metal_intermediate,54.4,1.7551,689.9,896.8,97.52,0.01,0.0984,98.89,9.6
200.0,0.3,10.0,pe,hydroxide_suppression,60.0,2.7109,601.6,782.1,98.0,0.01,0.0979,98.26,11.9
200.0,0.3,10.0,pe,intermediate_adsorption,60.0,2.7109,601.1,781.5,97.7,0.01,0.0982,97.99,11.9
200.0,0.3,10.0,pe,mixed_metal_intermediate,60.0,2.7109,602.2,782.9,98.4,0.01,0.0975,98.8,11.9
200.0,0.3,10.0,pre,hydroxide_suppression,54.4,1.6147,691.7,899.2,98.4,0.01,0.0975,98.79,9.6
200.0,0.3,10.0,pre,intermediate_adsorption,54.4,1.6147,691.0,898.3,98.0,0.01,0.0979,98.28,9.6
200.0,0.3,10.0,pre,mixed_metal_intermediate,54.4,1.6147,691.9,899.5,98.5,0.01,0.0974,98.89,9.6
200.0,0.3,50.0,pe,hydroxide_suppression,60.0,2.5673,602.8,783.7,98.68,0.01,0.0973,98.26,11.9
200.0,0.3,50.0,pe,intermediate_adsorption,60.0,2.5673,602.4,783.1,98.38,0.01,0.0976,97.99,11.9
200.0,0.3,50.0,pe,mixed_metal_intermediate,60.0,2.5673,603.4,784.4,99.09,0.01,0.0969,98.8,11.9
200.0,0.3,50.0,pre,hydroxide_suppression,54.4,1.5292,693.0,900.9,99.09,0.01,0.0969,98.79,9.6
200.0,0.3,50.0,pre,intermediate_adsorption,54.4,1.5292,692.3,900.0,98.68,0.01,0.0973,98.28,9.6
200.0,0.3,50.0,pre,mixed_metal_intermediate,54.4,1.5292,693.2,901.1,99.19,0.01,0.0968,98.89,9.6
200.0,0.3,100.0,pe,hydroxide_suppression,60.0,2.5101,603.3,784.3,98.98,0.01,0.097,98.26,11.9
200.0,0.3,100.0,pe,intermediate_adsorption,60.0,2.5101,602.8,783.7,98.68,0.01,0.0973,97.99,11.9
200.0,0.3,100.0,pe,mixed_metal_intermediate,60.0,2.5101,603.8,784.9,99.38,0.01,0.0966,98.8,11.9
200.0,0.3,100.0,pre,hydroxide_suppression,54.4,1.4951,693.5,901.5,99.38,0.01,0.0966,98.79,9.6
200.0,0.3,100.0,pre,intermediate_adsorption,54.4,1.4951,692.9,900.8,98.98,0.01,0.097,98.28,9.6
200.0,0.3,100.0,pre,mixed_metal_intermediate,54.4,1.4951,693.6,901.7,99.48,0.01,0.0965,98.89,9.6
200.0,0.3,500.0,pe,hydroxide_suppression,60.0,2.3865,604.3,785.6,99.66,0.01,0.0963,98.26,11.9
200.0,0.3,500.0,pe,intermediate_adsorption,60.0,2.3865,603.9,785.1,99.36,0.01,0.0966,97.99,11.9
200.0,0.3,500.0,pe,mixed_metal_intermediate,60.0,2.3865,604.5,785.9,100.0,0.01,0.096,98.8,11.9
200.0,0.3,500.0,pre,hydroxide_suppression,54.4,1.4215,694.3,902.6,100.0,0.01,0.096,98.79,9.6
200.0,0.3,500.0,pre,intermediate_adsorption,54.4,1.4215,694.0,902.2,99.66,0.01,0.0963,98.28,9.6
200.0,0.3,500.0,pre,mixed_metal_intermediate,54.4,1.4215,694.3,902.6,100.0,0.01,0.096,98.89,9.6
200.0,0.3,1000.0,pe,hydroxide_suppression,60.0,2.337,604.6,786.0,99.96,0.01,0.096,98.26,11.9
200.0,0.3,1000.0,pe,intermediate_adsorption,60.0,2.337,604.3,785.6,99.65,0.01,0.0963,97.99,11.9
200.0,0.3,1000.0,pe,mixed_metal_intermediate,60.0,2.337,604.5,785.9,100.0,0.01,0.096,98.8,11.9
200.0,0.3,1000.0,pre,hydroxide_suppression,54.4,1.392,694.3,902.6,100.0,0.01,0.096,98.79,9.6
200.0,0.3,1000.0,pre,intermediate_adsorption,54.4,1.392,694.4,902.7,99.96,0.01,0.096,98.28,9.6
200.0,0.3,1000.0,pre,mixed_metal_intermediate,54.4,1.392,694.3,902.6,100.0,0.01,0.096,98.89,9.6
200.0,0.5,1.0,pe,hydroxide_suppression,100.0,3.1386,561.9,730.4,83.56,0.01,0.1149,75.86,11.9
200.0,0.5,1.0,pe,intermediate_adsorption,100.0,3.1386,581.9,756.5,92.47,0.01,0.1038,91.48,12.0
200.0,0.5,1.0,pe,mixed_metal_intermediate,100.0,3.1386,590.0,766.9,96.72,0.01,0.0992,97.75,12.1
200.0,0.5,1.0,pre,hydroxide_suppression,96.0,2.0717,651.1,846.4,93.75,0.01,0.1024,93.51,10.4
200.0,0.5,1.0,pre,intermediate_adsorption,96.0,2.0717,651.7,847.2,94.05,0.01,0.1021,93.99,10.4
200.0,0.5,1.0,pre,mixed_metal_intermediate,96.0,2.0717,657.7,854.9,96.92,0.01,0.099,98.09,10.4
200.0,0.5,10.0,pe,hydroxide_suppression,100.0,2.8875,564.1,733.3,84.4,0.01,0.1137,75.86,11.9
200.0,0.5,10.0,pe,intermediate_adsorption,100.0,2.8875,584.0,759.2,93.4,0.01,0.1028,91.48,12.0
200.0,0.5,10.0,pe,mixed_metal_intermediate,100.0,2.8875,591.8,769.3,97.7,0.01,0.0982,97.75,12.1
200.0,0.5,10.0,pre,hydroxide_suppression,96.0,1.9059,653.4,849.4,94.7,0.01,0.1014,93.51,10.4
200.0,0.5,10.0,pre,intermediate_adsorption,96.0,1.9059,654.0,850.2,95.0,0.01,0.101,93.99,10.4
200.0,0.5,10.0,pre,mixed_metal_intermediate,96.0,1.9059,659.7,857.6,97.9,0.01,0.098,98.09,10.4
200.0,0.5,50.0,pe,hydroxide_suppression,100.0,2.7346,565.6,735.3,84.99,0.01,0.1129,75.86,11.9
200.0,0.5,50.0,pe,intermediate_adsorption,100.0,2.7346,585.4,761.1,94.05,0.01,0.1021,91.48,12.0
200.0,0.5,50.0,pe,mixed_metal_intermediate,100.0,2.7346,593.0,770.9,98.38,0.01,0.0976,97.75,12.1
200.0,0.5,50.0,pre,hydroxide_suppression,96.0,1.805,654.9,851.4,95.36,0.01,0.1007,93.51,10.4
200.0,0.5,50.0,pre,intermediate_adsorption,96.0,1.805,655.5,852.2,95.66,0.01,0.1003,93.99,10.4
200.0,0.5,50.0,pre,mixed_metal_intermediate,96.0,1.805,661.0,859.3,98.58,0.01,0.0974,98.09,10.4
200.0,0.5,100.0,pe,hydroxide_suppression,100.0,2.6736,566.3,736.2,85.24,0.01,0.1126,75.86,11.9
200.0,0.5,100.0,pe,intermediate_adsorption,100.0,2.6736,586.0,761.8,94.33,0.01,0.1018,91.48,12.0
200.0,0.5,100.0,pe,mixed_metal_intermediate,100.0,2.6736,593.5,771.5,98.68,0.01,0.0973,97.75,12.1
200.0,0.5,100.0,pre,hydroxide_suppression,96.0,1.7648,655.6,852.2,95.65,0.01,0.1004,93.51,10.4
200.0,0.5,100.0,pre,intermediate_adsorption,96.0,1.7648,656.2,853.0,95.95,0.01,0.1,93.99,10.4
200.0,0.5,100.0,pre,mixed_metal_intermediate,96.0,1.7648,661.5,860.0,98.88,0.01,0.0971,98.09,10.4
200.0,0.5,500.0,pe,hydroxide_suppression,100.0,2.542,567.8,738.1,85.83,0.01,0.1118,75.86,11.9
200.0,0.5,500.0,pe,intermediate_adsorption,100.0,2.542,587.4,763.7,94.99,0.01,0.1011,91.48,12.1
200.0,0.5,500.0,pe,mixed_metal_intermediate,100.0,2.542,594.5,772.9,99.36,0.01,0.0966,97.75,12.1
200.0,0.5,500.0,pre,hydroxide_suppression,96.0,1.6779,657.1,854.2,96.31,0.01,0.0997,93.51,10.4
200.0,0.5,500.0,pre,intermediate_adsorption,96.0,1.6779,657.7,854.9,96.61,0.01,0.0993,93.99,10.4
200.0,0.5,500.0,pre,mixed_metal_intermediate,96.0,1.6779,662.6,861.4,99.56,0.01,0.0964,98.09,10.4
200.0,0.5,1000.0,pe,hydroxide_suppression,100.0,2.4892,568.5,739.0,86.09,0.01,0.1115,75.86,11.9
200.0,0.5,1000.0,pe,intermediate_adsorption,100.0,2.4892,588.0,764.4,95.27,0.01,0.1008,91.48,12.1
200.0,0.5,1000.0,pe,mixed_metal_intermediate,100.0,2.4892,594.9,773.4,99.65,0.01,0.0963,97.75,12.1
200.0,0.5,1000.0,pre,hydroxide_suppression,96.0,1.6431,657.7,855.0,96.59,0.01,0.0994,93.51,10.4
200.0,0.5,1000.0,pre,intermediate_adsorption,96.0,1.6431,658.3,855.7,96.9,0.01,0.0991,93.99,10.4
200.0,0.5,1000.0,pre,mixed_metal_intermediate,96.0,1.6431,663.0,861.9,99.86,0.01,0.0961,98.09,10.4
200.0,0.7,1.0,pe,hydroxide_suppression,140.0,3.3481,514.7,669.1,69.4,0.01,0.1383,49.14,11.9
200.0,0.7,1.0,pe,intermediate_adsorption,140.0,3.3481,550.2,715.2,82.37,0.01,0.1165,74.19,12.1
200.0,0.7,1.0,pe,mixed_metal_intermediate,140.0,3.3481,571.0,742.3,91.58,0.01,0.1048,89.9,12.2
200.0,0.7,1.0,pre,hydroxide_suppression,137.6,2.3853,586.2,762.0,77.62,0.01,0.1237,65.01,10.8
200.0,0.7,1.0,pre,intermediate_adsorption,137.6,2.3853,602.0,782.6,83.36,0.01,0.1151,75.85,10.9
200.0,0.7,1.0,pre,mixed_metal_intermediate,137.6,2.3853,624.4,811.7,92.56,0.01,0.1037,91.42,11.0
200.0,0.7,10.0,pe,hydroxide_suppression,140.0,3.0802,516.7,671.7,70.1,0.01,0.1369,49.14,12.0
200.0,0.7,10.0,pe,intermediate_adsorption,140.0,3.0802,552.3,718.1,83.2,0.01,0.1154,74.19,12.1
200.0,0.7,10.0,pe,mixed_metal_intermediate,140.0,3.0802,573.1,745.0,92.5,0.01,0.1038,89.9,12.3
200.0,0.7,10.0,pre,hydroxide_suppression,137.6,2.1945,588.5,765.0,78.4,0.01,0.1224,65.01,10.8
200.0,0.7,10.0,pre,intermediate_adsorption,137.6,2.1945,604.3,785.6,84.2,0.01,0.114,75.85,10.9
200.0,0.7,10.0,pre,mixed_metal_intermediate,137.6,2.1945,626.6,814.6,93.5,0.01,0.1027,91.42,11.0
200.0,0.7,50.0,pe,hydroxide_suppression,140.0,2.9171,518.0,673.5,70.59,0.01,0.136,49.14,12.0
200.0,0.7,50.0,pe,intermediate_adsorption,140.0,2.9171,553.9,720.0,83.78,0.01,0.1146,74.19,12.1
200.0,0.7,50.0,pe,mixed_metal_intermediate,140.0,2.9171,574.5,746.9,93.15,0.01,0.103,89.9,12.3
200.0,0.7,50.0,pre,hydroxide_suppression,137.6,2.0783,590.1,767.1,78.95,0.01,0.1216,65.01,10.8
200.0,0.7,50.0,pre,intermediate_adsorption,137.6,2.0783,606.0,787.8,84.79,0.01,0.1132,75.85,10.9
200.0,0.7,50.0,pre,mixed_metal_intermediate,137.6,2.0783,628.2,816.6,94.15,0.01,0.1019,91.42,11.0
200.0,0.7,100.0,pe,hydroxide_suppression,140.0,2.8521,518.6,674.2,70.8,0.01,0.1356,49.14,12.0
200.0,0.7,100.0,pe,intermediate_adsorption,140.0,2.8521,554.5,720.8,84.03,0.01,0.1142,74.19,12.1
200.0,0.7,100.0,pe,mixed_metal_intermediate,140.0,2.8521,575.1,747.7,93.42,0.01,0.1027,89.9,12.3
200.0,0.7,100.0,pre,hydroxide_suppression,137.6,2.0319,590.8,768.0,79.18,0.01,0.1212,65.01,10.8
200.0,0.7,100.0,pre,intermediate_adsorption,137.6,2.0319,606.7,788.7,85.04,0.01,0.1129,75.85,10.9
200.0,0.7,100.0,pre,mixed_metal_intermediate,137.6,2.0319,628.8,817.5,94.44,0.01,0.1016,91.42,11.0
200.0,0.7,500.0,pe,hydroxide_suppression,140.0,2.7117,520.0,676.0,71.29,0.01,0.1346,49.14,12.0
200.0,0.7,500.0,pe,intermediate_adsorption,140.0,2.7117,556.0,722.8,84.61,0.01,0.1134,74.19,12.1
200.0,0.7,500.0,pe,mixed_metal_intermediate,140.0,2.7117,576.5,749.5,94.07,0.01,0.102,89.9,12.3
200.0,0.7,500.0,pre,hydroxide_suppression,137.6,1.9319,592.4,770.1,79.73,0.01,0.1204,65.01,10.8
200.0,0.7,500.0,pre,intermediate_adsorption,137.6,1.9319,608.3,790.8,85.63,0.01,0.1121,75.85,10.9
200.0,0.7,500.0,pre,mixed_metal_intermediate,137.6,1.9319,630.3,819.4,95.09,0.01,0.1009,91.42,11.0
200.0,0.7,1000.0,pe,hydroxide_suppression,140.0,2.6554,520.6,676.8,71.5,0.01,0.1342,49.14,12.0
200.0,0.7,1000.0,pe,intermediate_adsorption,140.0,2.6554,556.6,723.6,84.86,0.01,0.1131,74.19,12.1
200.0,0.7,1000.0,pe,mixed_metal_intermediate,140.0,2.6554,577.1,750.3,94.35,0.01,0.1017,89.9,12.3
200.0,0.7,1000.0,pre,hydroxide_suppression,137.6,1.8918,593.1,771.0,79.97,0.01,0.12,65.01,10.9
200.0,0.7,1000.0,pre,intermediate_adsorption,137.6,1.8918,609.0,791.7,85.88,0.01,0.1118,75.85,10.9
200.0,0.7,1000.0,pre,mixed_metal_intermediate,137.6,1.8918,630.9,820.2,95.37,0.01,0.1006,91.42,11.0
200.0,1.0,1.0,pe,hydroxide_suppression,200.0,3.6748,467.7,608.0,58.21,0.01,0.1649,35.39,12.1
200.0,1.0,1.0,pe,intermediate_adsorption,200.0,3.6748,509.2,662.0,71.28,0.01,0.1347,58.44,12.2
200.0,1.0,1.0,pe,mixed_metal_intermediate,200.0,3.6748,531.9,691.5,79.89,0.01,0.1201,71.75,12.4
200.0,1.0,1.0,pre,hydroxide_suppression,200.0,2.8545,497.7,647.0,58.21,0.01,0.1649,35.39,11.4
200.0,1.0,1.0,pre,intermediate_adsorption,200.0,2.8545,541.5,704.0,71.28,0.01,0.1347,58.44,11.4
200.0,1.0,1.0,pre,mixed_metal_intermediate,200.0,2.8545,565.7,735.4,79.89,0.01,0.1201,71.75,11.5
200.0,1.0,10.0,pe,hydroxide_suppression,200.0,3.3808,469.4,610.2,58.8,0.01,0.1632,35.39,12.1
200.0,1.0,10.0,pe,intermediate_adsorption,200.0,3.3808,511.2,664.6,72.0,0.01,0.1333,58.44,12.3
200.0,1.0,10.0,pe,mixed_metal_intermediate,200.0,3.3808,534.0,694.2,80.7,0.01,0.1189,71.75,12.4
200.0,1.0,10.0,pre,hydroxide_suppression,200.0,2.6262,499.4,649.3,58.8,0.01,0.1632,35.39,11.4
200.0,1.0,10.0,pre,intermediate_adsorption,200.0,2.6262,543.6,706.7,72.0,0.01,0.1333,58.44,11.4
200.0,1.0,10.0,pre,mixed_metal_intermediate,200.0,2.6262,567.9,738.3,80.7,0.01,0.1189,71.75,11.5
200.0,1.0,50.0,pe,hydroxide_suppression,200.0,3.2017,470.5,611.7,59.21,0.01,0.1621,35.39,12.2
200.0,1.0,50.0,pe,intermediate_adsorption,200.0,3.2017,512.6,666.4,72.5,0.01,0.1324,58.44,12.3
200.0,1.0,50.0,pe,mixed_metal_intermediate,200.0,3.2017,535.5,696.1,81.26,0.01,0.1181,71.75,12.4
200.0,1.0,50.0,pre,hydroxide_suppression,200.0,2.4871,500.7,650.9,59.21,0.01,0.1621,35.39,11.4
200.0,1.0,50.0,pre,intermediate_adsorption,200.0,2.4871,545.1,708.7,72.5,0.01,0.1324,58.44,11.4
200.0,1.0,50.0,pre,mixed_metal_intermediate,200.0,2.4871,569.5,740.3,81.26,0.01,0.1181,71.75,11.5
200.0,1.0,100.0,pe,hydroxide_suppression,200.0,3.1303,471.0,612.3,59.39,0.01,0.1616,35.39,12.2
200.0,1.0,100.0,pe,intermediate_adsorption,200.0,3.1303,513.2,667.2,72.72,0.01,0.132,58.44,12.3
200.0,1.0,100.0,pe,mixed_metal_intermediate,200.0,3.1303,536.1,696.9,81.51,0.01,0.1178,71.75,12.4
200.0,1.0,100.0,pre,hydroxide_suppression,200.0,2.4316,501.2,651.6,59.39,0.01,0.1616,35.39,11.4
200.0,1.0,100.0,pre,intermediate_adsorption,200.0,2.4316,545.7,709.5,72.72,0.01,0.132,58.44,11.4
200.0,1.0,100.0,pre,mixed_metal_intermediate,200.0,2.4316,570.1,741.2,81.51,0.01,0.1178,71.75,11.5
200.0,1.0,500.0,pe,hydroxide_suppression,200.0,2.9763,472.2,613.9,59.8,0.01,0.1605,35.39,12.2
200.0,1.0,500.0,pe,intermediate_adsorption,200.0,2.9763,514.6,668.9,73.22,0.01,0.1311,58.44,12.3
200.0,1.0,500.0,pe,mixed_metal_intermediate,200.0,2.9763,537.5,698.8,82.07,0.01,0.117,71.75,12.4
200.0,1.0,500.0,pre,hydroxide_suppression,200.0,2.3119,502.5,653.2,59.8,0.01,0.1605,35.39,11.4
200.0,1.0,500.0,pre,intermediate_adsorption,200.0,2.3119,547.2,711.4,73.22,0.01,0.1311,58.44,11.5
200.0,1.0,500.0,pre,mixed_metal_intermediate,200.0,2.3119,571.7,743.2,82.07,0.01,0.117,71.75,11.5
200.0,1.0,1000.0,pe,hydroxide_suppression,200.0,2.9145,472.7,614.5,59.98,0.01,0.16,35.39,12.2
200.0,1.0,1000.0,pe,intermediate_adsorption,200.0,2.9145,515.2,669.7,73.44,0.01,0.1307,58.44,12.3
200.0,1.0,1000.0,pe,mixed_metal_intermediate,200.0,2.9145,538.2,699.6,82.31,0.01,0.1166,71.75,12.4
200.0,1.0,1000.0,pre,hydroxide_suppression,200.0,2.2639,503.0,653.9,59.98,0.01,0.16,35.39,11.4
200.0,1.0,1000.0,pre,intermediate_adsorption,200.0,2.2639,547.8,712.2,73.44,0.01,0.1307,58.44,11.5
